Numero,Cantidad,Porcentaje
3285,1,0.1447178002894356
3151,1,0.1447178002894356
3147,1,0.1447178002894356
3156,1,0.1447178002894356
3153,1,0.1447178002894356
3007,1,0.1447178002894356
2795,1,0.1447178002894356
2750,1,0.1447178002894356
2758,1,0.1447178002894356
2764,1,0.1447178002894356
2772,1,0.1447178002894356
2775,1,0.1447178002894356
2791,1,0.1447178002894356
2814,1,0.1447178002894356
3005,1,0.1447178002894356
2823,1,0.1447178002894356
2826,1,0.1447178002894356
2846,1,0.1447178002894356
2850,1,0.1447178002894356
2979,1,0.1447178002894356
2981,1,0.1447178002894356
3142,1,0.1447178002894356
3061,1,0.1447178002894356
3010,1,0.1447178002894356
5376,1,0.1447178002894356
5480,1,0.1447178002894356
5493,1,0.1447178002894356
5556,1,0.1447178002894356
5563,1,0.1447178002894356
5565,1,0.1447178002894356
5609,1,0.1447178002894356
5621,1,0.1447178002894356
5441,1,0.1447178002894356
5630,1,0.1447178002894356
5642,1,0.1447178002894356
5644,1,0.1447178002894356
5723,1,0.1447178002894356
5752,1,0.1447178002894356
5765,1,0.1447178002894356
5455,1,0.1447178002894356
5569,1,0.1447178002894356
3023,1,0.1447178002894356
3088,1,0.1447178002894356
3025,1,0.1447178002894356
3031,1,0.1447178002894356
3033,1,0.1447178002894356
3043,1,0.1447178002894356
3086,1,0.1447178002894356
3138,1,0.1447178002894356
3090,1,0.1447178002894356
3986,1,0.1447178002894356
3093,1,0.1447178002894356
3095,1,0.1447178002894356
3132,1,0.1447178002894356
3137,1,0.1447178002894356
3978,1,0.1447178002894356
7,1,0.1447178002894356
2743,1,0.1447178002894356
2739,1,0.1447178002894356
2738,1,0.1447178002894356
3810,1,0.1447178002894356
3962,1,0.1447178002894356
3921,1,0.1447178002894356
3869,1,0.1447178002894356
3851,1,0.1447178002894356
3841,1,0.1447178002894356
3831,1,0.1447178002894356
3785,1,0.1447178002894356
3475,1,0.1447178002894356
3764,1,0.1447178002894356
3745,1,0.1447178002894356
3725,1,0.1447178002894356
3720,1,0.1447178002894356
3710,1,0.1447178002894356
3684,1,0.1447178002894356
3966,1,0.1447178002894356
3470,1,0.1447178002894356
3644,1,0.1447178002894356
3395,1,0.1447178002894356
3465,1,0.1447178002894356
3413,1,0.1447178002894356
3331,1,0.1447178002894356
3333,1,0.1447178002894356
3338,1,0.1447178002894356
3458,1,0.1447178002894356
3462,1,0.1447178002894356
3555,1,0.1447178002894356
3422,1,0.1447178002894356
3380,1,0.1447178002894356
3431,1,0.1447178002894356
3396,1,0.1447178002894356
3457,1,0.1447178002894356
3417,1,0.1447178002894356
3675,1,0.1447178002894356
3630,1,0.1447178002894356
2854,1,0.1447178002894356
2944,1,0.1447178002894356
2919,1,0.1447178002894356
2923,1,0.1447178002894356
2930,1,0.1447178002894356
2935,1,0.1447178002894356
2936,1,0.1447178002894356
2939,1,0.1447178002894356
2965,1,0.1447178002894356
2885,1,0.1447178002894356
2967,1,0.1447178002894356
2970,1,0.1447178002894356
2978,1,0.1447178002894356
2860,1,0.1447178002894356
2855,1,0.1447178002894356
3301,1,0.1447178002894356
2902,1,0.1447178002894356
2873,1,0.1447178002894356
3626,1,0.1447178002894356
3321,1,0.1447178002894356
3616,1,0.1447178002894356
3607,1,0.1447178002894356
3601,1,0.1447178002894356
3581,1,0.1447178002894356
3580,1,0.1447178002894356
3560,1,0.1447178002894356
3550,1,0.1447178002894356
2871,1,0.1447178002894356
3549,1,0.1447178002894356
3500,1,0.1447178002894356
3329,1,0.1447178002894356
3201,1,0.1447178002894356
3308,1,0.1447178002894356
2857,1,0.1447178002894356
5402,1,0.1447178002894356
5370,1,0.1447178002894356
5049,1,0.1447178002894356
4503,1,0.1447178002894356
4176,1,0.1447178002894356
4198,1,0.1447178002894356
4202,1,0.1447178002894356
4226,1,0.1447178002894356
4237,1,0.1447178002894356
4495,1,0.1447178002894356
4531,1,0.1447178002894356
4110,1,0.1447178002894356
4880,1,0.1447178002894356
4801,1,0.1447178002894356
4802,1,0.1447178002894356
4828,1,0.1447178002894356
4855,1,0.1447178002894356
4865,1,0.1447178002894356
4145,1,0.1447178002894356
4247,1,0.1447178002894356
4871,1,0.1447178002894356
4074,1,0.1447178002894356
4449,1,0.1447178002894356
4465,1,0.1447178002894356
4478,1,0.1447178002894356
4295,1,0.1447178002894356
4253,1,0.1447178002894356
5030,1,0.1447178002894356
4002,1,0.1447178002894356
4079,1,0.1447178002894356
4005,1,0.1447178002894356
4018,1,0.1447178002894356
4051,1,0.1447178002894356
4064,1,0.1447178002894356
4072,1,0.1447178002894356
2724,1,0.1447178002894356
4867,1,0.1447178002894356
4884,1,0.1447178002894356
4445,1,0.1447178002894356
4766,1,0.1447178002894356
4711,1,0.1447178002894356
4726,1,0.1447178002894356
4728,1,0.1447178002894356
4744,1,0.1447178002894356
4751,1,0.1447178002894356
4756,1,0.1447178002894356
2730,1,0.1447178002894356
4635,1,0.1447178002894356
2519,1,0.1447178002894356
2708,1,0.1447178002894356
931,1,0.1447178002894356
814,1,0.1447178002894356
819,1,0.1447178002894356
820,1,0.1447178002894356
4646,1,0.1447178002894356
4632,1,0.1447178002894356
4551,1,0.1447178002894356
4993,1,0.1447178002894356
4887,1,0.1447178002894356
4888,1,0.1447178002894356
4891,1,0.1447178002894356
4916,1,0.1447178002894356
4950,1,0.1447178002894356
4975,1,0.1447178002894356
4776,1,0.1447178002894356
4622,1,0.1447178002894356
4775,1,0.1447178002894356
4769,1,0.1447178002894356
4565,1,0.1447178002894356
4567,1,0.1447178002894356
4589,1,0.1447178002894356
4610,1,0.1447178002894356
4447,1,0.1447178002894356
4431,1,0.1447178002894356
5170,1,0.1447178002894356
6555,1,0.1447178002894356
5782,1,0.1447178002894356
6778,1,0.1447178002894356
6401,1,0.1447178002894356
6423,1,0.1447178002894356
6482,1,0.1447178002894356
6507,1,0.1447178002894356
6668,1,0.1447178002894356
5769,1,0.1447178002894356
6720,1,0.1447178002894356
6795,1,0.1447178002894356
5801,1,0.1447178002894356
6872,1,0.1447178002894356
7053,1,0.1447178002894356
7085,1,0.1447178002894356
5773,1,0.1447178002894356
5327,1,0.1447178002894356
8224,1,0.1447178002894356
5167,1,0.1447178002894356
5087,1,0.1447178002894356
5110,1,0.1447178002894356
5141,1,0.1447178002894356
5151,1,0.1447178002894356
5153,1,0.1447178002894356
5161,1,0.1447178002894356
5180,1,0.1447178002894356
5281,1,0.1447178002894356
5347,1,0.1447178002894356
5191,1,0.1447178002894356
5212,1,0.1447178002894356
5214,1,0.1447178002894356
5218,1,0.1447178002894356
5251,1,0.1447178002894356
7160,1,0.1447178002894356
8676,1,0.1447178002894356
4389,1,0.1447178002894356
4316,1,0.1447178002894356
6235,1,0.1447178002894356
5074,1,0.1447178002894356
5037,1,0.1447178002894356
4001,1,0.1447178002894356
4381,1,0.1447178002894356
4298,1,0.1447178002894356
4334,1,0.1447178002894356
6126,1,0.1447178002894356
4361,1,0.1447178002894356
4363,1,0.1447178002894356
4368,1,0.1447178002894356
4380,1,0.1447178002894356
4386,1,0.1447178002894356
4289,1,0.1447178002894356
6221,1,0.1447178002894356
6083,1,0.1447178002894356
10581,1,0.1447178002894356
5836,1,0.1447178002894356
6375,1,0.1447178002894356
6329,1,0.1447178002894356
6238,1,0.1447178002894356
6236,1,0.1447178002894356
5824,1,0.1447178002894356
5828,1,0.1447178002894356
5871,1,0.1447178002894356
6073,1,0.1447178002894356
5872,1,0.1447178002894356
5877,1,0.1447178002894356
5879,1,0.1447178002894356
5955,1,0.1447178002894356
5956,1,0.1447178002894356
6018,1,0.1447178002894356
11674,1,0.1447178002894356
