AlturaObra,Cantidad,Porcentaje
378/80,1,0.1445086705202312
3785/89,1,0.1445086705202312
3675/95,1,0.1445086705202312
3644/50,1,0.1445086705202312
7160,1,0.1445086705202312
438/40,1,0.1445086705202312
4295/99,1,0.1445086705202312
4298,1,0.1445086705202312
431/35,1,0.1445086705202312
4316,1,0.1445086705202312
432,1,0.1445086705202312
4334,1,0.1445086705202312
3395,1,0.1445086705202312
434/60,1,0.1445086705202312
4551/53,1,0.1445086705202312
3380/82,1,0.1445086705202312
435,1,0.1445086705202312
4361,1,0.1445086705202312
4363/69,1,0.1445086705202312
4368,1,0.1445086705202312
455,1,0.1445086705202312
4565,1,0.1445086705202312
434,1,0.1445086705202312
4380,1,0.1445086705202312
3630/34,1,0.1445086705202312
336/38,1,0.1445086705202312
3500,1,0.1445086705202312
4381,1,0.1445086705202312
4389,1,0.1445086705202312
441/49,1,0.1445086705202312
4431/35,1,0.1445086705202312
444/46,1,0.1445086705202312
4445,1,0.1445086705202312
4449,1,0.1445086705202312
4386/90,1,0.1445086705202312
4465,1,0.1445086705202312
4478,1,0.1445086705202312
4495,1,0.1445086705202312
45/47,1,0.1445086705202312
3338/40,1,0.1445086705202312
4503/07,1,0.1445086705202312
4531,1,0.1445086705202312
4253,1,0.1445086705202312
4567,1,0.1445086705202312
4775,1,0.1445086705202312
469/79,1,0.1445086705202312
460/76,1,0.1445086705202312
461,1,0.1445086705202312
4610,1,0.1445086705202312
4622/24,1,0.1445086705202312
4635,1,0.1445086705202312
4751,1,0.1445086705202312
4646/62,1,0.1445086705202312
4711,1,0.1445086705202312
4776/78,1,0.1445086705202312
4726,1,0.1445086705202312
4728,1,0.1445086705202312
4744/50,1,0.1445086705202312
4289/99,1,0.1445086705202312
4247,1,0.1445086705202312
354/70,1,0.1445086705202312
3745,1,0.1445086705202312
4589,1,0.1445086705202312
3333/35,1,0.1445086705202312
4632,1,0.1445086705202312
4756,1,0.1445086705202312
4778/80,1,0.1445086705202312
3331,1,0.1445086705202312
3329/31,1,0.1445086705202312
478/80,1,0.1445086705202312
480/82,1,0.1445086705202312
4801/61,1,0.1445086705202312
4802/14,1,0.1445086705202312
482,1,0.1445086705202312
4828,1,0.1445086705202312
4855/63,1,0.1445086705202312
4865/69,1,0.1445086705202312
4867,1,0.1445086705202312
4871/99,1,0.1445086705202312
4769/71,1,0.1445086705202312
4766/68,1,0.1445086705202312
715/45,1,0.1445086705202312
722/30,1,0.1445086705202312
1631,1,0.1445086705202312
513/15,1,0.1445086705202312
4993/95,1,0.1445086705202312
5037/37A,1,0.1445086705202312
516/22,1,0.1445086705202312
5049/51,1,0.1445086705202312
5074/76,1,0.1445086705202312
5087/89,1,0.1445086705202312
5110/12,1,0.1445086705202312
5151/53,1,0.1445086705202312
4950/52,1,0.1445086705202312
5153/57,1,0.1445086705202312
547,1,0.1445086705202312
5480/84,1,0.1445086705202312
5493/99,1,0.1445086705202312
5955/69,1,0.1445086705202312
587,1,0.1445086705202312
5871,1,0.1445086705202312
4975,1,0.1445086705202312
3308/10,1,0.1445086705202312
5218/22,1,0.1445086705202312
542/44,1,0.1445086705202312
525/35,1,0.1445086705202312
5251/55,1,0.1445086705202312
5281/85,1,0.1445086705202312
5327,1,0.1445086705202312
5347/49,1,0.1445086705202312
5370,1,0.1445086705202312
5376/78,1,0.1445086705202312
5441,1,0.1445086705202312
4916/20,1,0.1445086705202312
5455/57,1,0.1445086705202312
5170,1,0.1445086705202312
5167/69,1,0.1445086705202312
5161,1,0.1445086705202312
5030,1,0.1445086705202312
4888,1,0.1445086705202312
4891/93,1,0.1445086705202312
5872,1,0.1445086705202312
5877,1,0.1445086705202312
5879,1,0.1445086705202312
5769,1,0.1445086705202312
5621/29,1,0.1445086705202312
5630,1,0.1445086705202312
5644/46,1,0.1445086705202312
5801/05,1,0.1445086705202312
5723/47,1,0.1445086705202312
5752,1,0.1445086705202312
5765/81,1,0.1445086705202312
5773,1,0.1445086705202312
589,1,0.1445086705202312
5782/92,1,0.1445086705202312
3321/23,1,0.1445086705202312
3231,1,0.1445086705202312
3301,1,0.1445086705202312
1470/76A,1,0.1445086705202312
1621/23,1,0.1445086705202312
1630/40,1,0.1445086705202312
5609/17,1,0.1445086705202312
5569,1,0.1445086705202312
5565,1,0.1445086705202312
5563,1,0.1445086705202312
589/91,1,0.1445086705202312
5956/58,1,0.1445086705202312
5828,1,0.1445086705202312
6018/20,1,0.1445086705202312
602/14,1,0.1445086705202312
6073/77,1,0.1445086705202312
6083,1,0.1445086705202312
612/14,1,0.1445086705202312
6126/28,1,0.1445086705202312
6221,1,0.1445086705202312
5836/46,1,0.1445086705202312
5824,1,0.1445086705202312
550/72,1,0.1445086705202312
5642/44,1,0.1445086705202312
5556,1,0.1445086705202312
5243/53,1,0.1445086705202312
5214,1,0.1445086705202312
729,1,0.1445086705202312
6795,1,0.1445086705202312
6872/76,1,0.1445086705202312
6507/09,1,0.1445086705202312
6555,1,0.1445086705202312
6668/70,1,0.1445086705202312
6720,1,0.1445086705202312
677,1,0.1445086705202312
6778,1,0.1445086705202312
760,1,0.1445086705202312
6423/25,1,0.1445086705202312
768/70,1,0.1445086705202312
775,1,0.1445086705202312
931,1,0.1445086705202312
8676/80,1,0.1445086705202312
868/70,1,0.1445086705202312
877,1,0.1445086705202312
880,1,0.1445086705202312
6482,1,0.1445086705202312
6401/05,1,0.1445086705202312
5212/16,1,0.1445086705202312
76/82,1,0.1445086705202312
731/35,1,0.1445086705202312
737,1,0.1445086705202312
737/41,1,0.1445086705202312
744/72,1,0.1445086705202312
746/60,1,0.1445086705202312
747/49,1,0.1445086705202312
757/61,1,0.1445086705202312
693,1,0.1445086705202312
640/42,1,0.1445086705202312
691/93,1,0.1445086705202312
691,1,0.1445086705202312
646/48,1,0.1445086705202312
632,1,0.1445086705202312
6329/37,1,0.1445086705202312
634,1,0.1445086705202312
6375,1,0.1445086705202312
901/87,1,0.1445086705202312
924/26,1,0.1445086705202312
924/34,1,0.1445086705202312
842/52,1,0.1445086705202312
819/21,1,0.1445086705202312
844/66,1,0.1445086705202312
8224/28,1,0.1445086705202312
827/29,1,0.1445086705202312
828,1,0.1445086705202312
829,1,0.1445086705202312
833/35,1,0.1445086705202312
843,1,0.1445086705202312
938/40,1,0.1445086705202312
627,1,0.1445086705202312
6236,1,0.1445086705202312
4887/89,1,0.1445086705202312
6235,1,0.1445086705202312
5180,1,0.1445086705202312
5191/99,1,0.1445086705202312
52/64,1,0.1445086705202312
812/18,1,0.1445086705202312
806,1,0.1445086705202312
805/07,1,0.1445086705202312
803/05,1,0.1445086705202312
862/86,1,0.1445086705202312
953/59,1,0.1445086705202312
957/59,1,0.1445086705202312
96,1,0.1445086705202312
961/67,1,0.1445086705202312
981,1,0.1445086705202312
982/96,1,0.1445086705202312
99,1,0.1445086705202312
864,1,0.1445086705202312
86,1,0.1445086705202312
777/81,1,0.1445086705202312
814/16,1,0.1445086705202312
78,1,0.1445086705202312
780,1,0.1445086705202312
8/10,1,0.1445086705202312
s/n,1,0.1445086705202312
