Longitud,Cantidad,Porcentaje
-58.49394909453079,2,0.2890173410404624
-58.4520441810861,2,0.2890173410404624
-58.5123330398802,2,0.2890173410404624
-58.464882046910894,2,0.2890173410404624
-58.4186439571222,2,0.2890173410404624
-58.45284399258061,2,0.2890173410404624
-58.457666811212995,2,0.2890173410404624
-58.46069582350739,2,0.2890173410404624
-58.5257820658008,1,0.1445086705202312
-58.523752458914785,1,0.1445086705202312
-58.52387779936971,1,0.1445086705202312
-58.525441985953705,1,0.1445086705202312
-58.519869419742406,1,0.1445086705202312
-58.5269174158537,1,0.1445086705202312
-58.5277051168771,1,0.1445086705202312
-58.5229955599207,1,0.1445086705202312
-58.5234917171509,1,0.1445086705202312
-58.521384186778896,1,0.1445086705202312
-58.522465730897395,1,0.1445086705202312
-58.52218500276801,1,0.1445086705202312
-58.5215054811526,1,0.1445086705202312
-58.5191890092528,1,0.1445086705202312
-58.5212255843657,1,0.1445086705202312
-58.5210751000331,1,0.1445086705202312
-58.521005608341895,1,0.1445086705202312
-58.520132079129,1,0.1445086705202312
-58.5200331661858,1,0.1445086705202312
-58.5192678030235,1,0.1445086705202312
-58.5150915365096,1,0.1445086705202312
-58.5190522817796,1,0.1445086705202312
-58.5144478385833,1,0.1445086705202312
-58.5186258641418,1,0.1445086705202312
-58.518044421827604,1,0.1445086705202312
-58.5180359921128,1,0.1445086705202312
-58.517900910066004,1,0.1445086705202312
-58.517698278389396,1,0.1445086705202312
-58.5176265283626,1,0.1445086705202312
-58.5171274335808,1,0.1445086705202312
-58.516871416666696,1,0.1445086705202312
-58.516100505832995,1,0.1445086705202312
-58.505264831190786,1,0.1445086705202312
-58.515972769699495,1,0.1445086705202312
-58.5159272767004,1,0.1445086705202312
-58.5157783474642,1,0.1445086705202312
-58.5155253350935,1,0.1445086705202312
-58.51527465273001,1,0.1445086705202312
-58.513801539768714,1,0.1445086705202312
-58.5148464276404,1,0.1445086705202312
-58.51406004113539,1,0.1445086705202312
-58.508814809232206,1,0.1445086705202312
-58.5137332911996,1,0.1445086705202312
-58.5133059177706,1,0.1445086705202312
-58.51321616511479,1,0.1445086705202312
-58.5128387270432,1,0.1445086705202312
-58.51240856051471,1,0.1445086705202312
-58.5122150415894,1,0.1445086705202312
-58.5121328689108,1,0.1445086705202312
-58.511977455581395,1,0.1445086705202312
-58.5119526228061,1,0.1445086705202312
-58.511857878018105,1,0.1445086705202312
-58.5117149663187,1,0.1445086705202312
-58.51125241948979,1,0.1445086705202312
-58.511221550104,1,0.1445086705202312
-58.51052655553921,1,0.1445086705202312
-58.5105079491724,1,0.1445086705202312
-58.510478913381704,1,0.1445086705202312
-58.51028061481811,1,0.1445086705202312
-58.5102118729212,1,0.1445086705202312
-58.5100811896815,1,0.1445086705202312
-58.5096511155086,1,0.1445086705202312
-58.5094832295195,1,0.1445086705202312
-58.50914157156261,1,0.1445086705202312
-58.5090346252112,1,0.1445086705202312
-58.508838073577394,1,0.1445086705202312
-58.5051863099685,1,0.1445086705202312
-58.5087216337408,1,0.1445086705202312
-58.5083902137444,1,0.1445086705202312
-58.5082837353602,1,0.1445086705202312
-58.5080330452555,1,0.1445086705202312
-58.5079903751978,1,0.1445086705202312
-58.507877948650204,1,0.1445086705202312
-58.507871317098896,1,0.1445086705202312
-58.507181449000996,1,0.1445086705202312
-58.5071228136798,1,0.1445086705202312
-58.5067737633372,1,0.1445086705202312
-58.5067361249234,1,0.1445086705202312
-58.5065784173824,1,0.1445086705202312
-58.5061897380443,1,0.1445086705202312
-58.505863811932706,1,0.1445086705202312
-58.50548340611179,1,0.1445086705202312
-58.516480960618715,1,0.1445086705202312
-58.494851737722904,1,0.1445086705202312
-58.50514990319429,1,0.1445086705202312
-58.501085791487,1,0.1445086705202312
-58.504269267755795,1,0.1445086705202312
-58.5042488609132,1,0.1445086705202312
-58.50423115637779,1,0.1445086705202312
-58.504105570019,1,0.1445086705202312
-58.5037881708473,1,0.1445086705202312
-58.5036106304344,1,0.1445086705202312
-58.5035541130013,1,0.1445086705202312
-58.50311133755029,1,0.1445086705202312
-58.5025415724306,1,0.1445086705202312
-58.502301471840894,1,0.1445086705202312
-58.5022416488585,1,0.1445086705202312
-58.50206653105829,1,0.1445086705202312
-58.5014313820961,1,0.1445086705202312
-58.50126053360311,1,0.1445086705202312
-58.5012603990164,1,0.1445086705202312
-58.501193597196504,1,0.1445086705202312
-58.4975184119038,1,0.1445086705202312
-58.5043290714538,1,0.1445086705202312
-58.5007749243034,1,0.1445086705202312
-58.5286518303127,1,0.1445086705202312
-58.5006465870366,1,0.1445086705202312
-58.5001317543781,1,0.1445086705202312
-58.5000899293189,1,0.1445086705202312
-58.50004879040901,1,0.1445086705202312
-58.5000067845251,1,0.1445086705202312
-58.4997695260664,1,0.1445086705202312
-58.4996184987813,1,0.1445086705202312
-58.4986097244062,1,0.1445086705202312
-58.497419526107706,1,0.1445086705202312
-58.4982017539734,1,0.1445086705202312
-58.498099869718295,1,0.1445086705202312
-58.498051631858104,1,0.1445086705202312
-58.4979461814177,1,0.1445086705202312
-58.49783513875361,1,0.1445086705202312
-58.4977196352929,1,0.1445086705202312
-58.49761560768479,1,0.1445086705202312
-58.4975334071825,1,0.1445086705202312
-58.500490739430106,1,0.1445086705202312
-58.4973345672916,1,0.1445086705202312
-58.4908342886371,1,0.1445086705202312
-58.50438681713321,1,0.1445086705202312
-58.4938992187871,1,0.1445086705202312
-58.4968860492544,1,0.1445086705202312
-58.49650255076,1,0.1445086705202312
-58.4964071723736,1,0.1445086705202312
-58.496256301518,1,0.1445086705202312
-58.4961800598985,1,0.1445086705202312
-58.4961122516642,1,0.1445086705202312
-58.4961110714922,1,0.1445086705202312
-58.495905799492704,1,0.1445086705202312
-58.4958839930274,1,0.1445086705202312
-58.495543829915505,1,0.1445086705202312
-58.4955418900399,1,0.1445086705202312
-58.495378757132215,1,0.1445086705202312
-58.4953495785954,1,0.1445086705202312
-58.495102385495386,1,0.1445086705202312
-58.4949233571739,1,0.1445086705202312
-58.4888558701912,1,0.1445086705202312
-58.4945169881707,1,0.1445086705202312
-58.493908038175896,1,0.1445086705202312
-58.4938691289536,1,0.1445086705202312
-58.4931126201525,1,0.1445086705202312
-58.49330189061279,1,0.1445086705202312
-58.4925508041376,1,0.1445086705202312
-58.4921767142649,1,0.1445086705202312
-58.4921105891019,1,0.1445086705202312
-58.4915855994578,1,0.1445086705202312
-58.4915138317981,1,0.1445086705202312
-58.4913535006084,1,0.1445086705202312
-58.491247656083296,1,0.1445086705202312
-58.4906246223078,1,0.1445086705202312
-58.4972303325315,1,0.1445086705202312
-58.4903928206265,1,0.1445086705202312
-58.490264895835885,1,0.1445086705202312
-58.49006494909229,1,0.1445086705202312
-58.489426903269504,1,0.1445086705202312
-58.4893430188131,1,0.1445086705202312
-58.48911378083489,1,0.1445086705202312
-58.48898781720021,1,0.1445086705202312
-58.488942636419104,1,0.1445086705202312
-58.4888682209653,1,0.1445086705202312
-58.4713026778586,1,0.1445086705202312
-58.488757190349205,1,0.1445086705202312
-58.48690474246101,1,0.1445086705202312
-58.484938190562296,1,0.1445086705202312
-58.487972789847795,1,0.1445086705202312
-58.48788818716579,1,0.1445086705202312
-58.4878817492786,1,0.1445086705202312
-58.4877110290129,1,0.1445086705202312
-58.4875618281054,1,0.1445086705202312
-58.4875343273237,1,0.1445086705202312
-58.4869707108689,1,0.1445086705202312
-58.4865622772528,1,0.1445086705202312
-58.48862545698461,1,0.1445086705202312
-58.4862713234317,1,0.1445086705202312
-58.48616735020929,1,0.1445086705202312
-58.4860743067768,1,0.1445086705202312
-58.4860277592556,1,0.1445086705202312
-58.4860096661489,1,0.1445086705202312
-58.48575611346,1,0.1445086705202312
-58.4854480637592,1,0.1445086705202312
-58.485181916942,1,0.1445086705202312
-58.4844695903024,1,0.1445086705202312
-58.484324727821395,1,0.1445086705202312
-58.484276259329704,1,0.1445086705202312
-58.480981132348006,1,0.1445086705202312
-58.4841201354545,1,0.1445086705202312
-58.4839302908891,1,0.1445086705202312
-58.4838315546465,1,0.1445086705202312
-58.483562882014205,1,0.1445086705202312
-58.4834353081419,1,0.1445086705202312
-58.4833680354286,1,0.1445086705202312
-58.4830364838251,1,0.1445086705202312
