MetrosCuadrados,Cantidad,Porcentaje
368.06,1,0.17761989342806395
484.21,1,0.17761989342806395
284.5,1,0.17761989342806395
298.54,1,0.17761989342806395
295.54,1,0.17761989342806395
294.1,1,0.17761989342806395
293.35,1,0.17761989342806395
288.09,1,0.17761989342806395
286.45,1,0.17761989342806395
281.2,1,0.17761989342806395
271.87,1,0.17761989342806395
279.8,1,0.17761989342806395
279.14,1,0.17761989342806395
278.62,1,0.17761989342806395
276.12,1,0.17761989342806395
276.11,1,0.17761989342806395
272.51,1,0.17761989342806395
300.0,1,0.17761989342806395
355.66,1,0.17761989342806395
349.52,1,0.17761989342806395
347.95,1,0.17761989342806395
346.0,1,0.17761989342806395
345.95,1,0.17761989342806395
341.12,1,0.17761989342806395
363.0,1,0.17761989342806395
333.06,1,0.17761989342806395
322.08,1,0.17761989342806395
320.47,1,0.17761989342806395
315.82,1,0.17761989342806395
311.17,1,0.17761989342806395
308.83,1,0.17761989342806395
307.91,1,0.17761989342806395
327.05,1,0.17761989342806395
476.37,1,0.17761989342806395
272.45,1,0.17761989342806395
356.64,1,0.17761989342806395
377.57,1,0.17761989342806395
401.59,1,0.17761989342806395
426.51,1,0.17761989342806395
417.47,1,0.17761989342806395
411.4,1,0.17761989342806395
410.22,1,0.17761989342806395
405.03,1,0.17761989342806395
402.24,1,0.17761989342806395
400.7,1,0.17761989342806395
364.8,1,0.17761989342806395
396.76,1,0.17761989342806395
396.65,1,0.17761989342806395
393.46,1,0.17761989342806395
391.82,1,0.17761989342806395
380.19,1,0.17761989342806395
379.91,1,0.17761989342806395
426.7,1,0.17761989342806395
475.08,1,0.17761989342806395
472.29,1,0.17761989342806395
469.26,1,0.17761989342806395
465.0,1,0.17761989342806395
462.19,1,0.17761989342806395
460.58,1,0.17761989342806395
365.41,1,0.17761989342806395
454.63,1,0.17761989342806395
449.75,1,0.17761989342806395
448.03,1,0.17761989342806395
443.83,1,0.17761989342806395
437.15,1,0.17761989342806395
434.04,1,0.17761989342806395
427.06,1,0.17761989342806395
450.07,1,0.17761989342806395
270.6,1,0.17761989342806395
150.83,1,0.17761989342806395
487.44,1,0.17761989342806395
1814.2,1,0.17761989342806395
570.07,1,0.17761989342806395
610.95,1,0.17761989342806395
607.68,1,0.17761989342806395
605.36,1,0.17761989342806395
601.58,1,0.17761989342806395
589.95,1,0.17761989342806395
589.5,1,0.17761989342806395
561.4,1,0.17761989342806395
684.58,1,0.17761989342806395
561.15,1,0.17761989342806395
546.54,1,0.17761989342806395
520.85,1,0.17761989342806395
500.13,1,0.17761989342806395
498.6,1,0.17761989342806395
497.85,1,0.17761989342806395
611.57,1,0.17761989342806395
612.9,1,0.17761989342806395
682.82,1,0.17761989342806395
682.66,1,0.17761989342806395
671.34,1,0.17761989342806395
659.87,1,0.17761989342806395
654.18,1,0.17761989342806395
652.85,1,0.17761989342806395
693.73,1,0.17761989342806395
651.5,1,0.17761989342806395
642.0,1,0.17761989342806395
631.18,1,0.17761989342806395
628.44,1,0.17761989342806395
623.63,1,0.17761989342806395
622.94,1,0.17761989342806395
622.4,1,0.17761989342806395
650.34,1,0.17761989342806395
488.59,1,0.17761989342806395
695.82,1,0.17761989342806395
884.69,1,0.17761989342806395
761.42,1,0.17761989342806395
797.0,1,0.17761989342806395
790.58,1,0.17761989342806395
788.32,1,0.17761989342806395
785.59,1,0.17761989342806395
775.13,1,0.17761989342806395
767.5,1,0.17761989342806395
761.15,1,0.17761989342806395
882.66,1,0.17761989342806395
751.91,1,0.17761989342806395
750.09,1,0.17761989342806395
747.86,1,0.17761989342806395
739.32,1,0.17761989342806395
729.81,1,0.17761989342806395
708.07,1,0.17761989342806395
799.1,1,0.17761989342806395
806.45,1,0.17761989342806395
859.99,1,0.17761989342806395
858.65,1,0.17761989342806395
857.31,1,0.17761989342806395
855.75,1,0.17761989342806395
853.44,1,0.17761989342806395
852.86,1,0.17761989342806395
698.58,1,0.17761989342806395
844.0,1,0.17761989342806395
838.28,1,0.17761989342806395
823.04,1,0.17761989342806395
822.21,1,0.17761989342806395
813.12,1,0.17761989342806395
812.43,1,0.17761989342806395
808.71,1,0.17761989342806395
840.64,1,0.17761989342806395
1374.54,1,0.17761989342806395
897.25,1,0.17761989342806395
1372.55,1,0.17761989342806395
939.31,1,0.17761989342806395
1103.76,1,0.17761989342806395
967.0,1,0.17761989342806395
957.8,1,0.17761989342806395
956.63,1,0.17761989342806395
944.57,1,0.17761989342806395
943.11,1,0.17761989342806395
936.07,1,0.17761989342806395
1101.48,1,0.17761989342806395
935.86,1,0.17761989342806395
919.9,1,0.17761989342806395
915.44,1,0.17761989342806395
910.66,1,0.17761989342806395
906.46,1,0.17761989342806395
902.0,1,0.17761989342806395
974.16,1,0.17761989342806395
986.26,1,0.17761989342806395
1091.83,1,0.17761989342806395
1091.27,1,0.17761989342806395
1072.17,1,0.17761989342806395
1051.29,1,0.17761989342806395
1048.83,1,0.17761989342806395
1045.8,1,0.17761989342806395
1036.64,1,0.17761989342806395
1026.44,1,0.17761989342806395
1012.4,1,0.17761989342806395
1005.64,1,0.17761989342806395
994.97,1,0.17761989342806395
994.52,1,0.17761989342806395
992.56,1,0.17761989342806395
981.21,1,0.17761989342806395
4.16,1,0.17761989342806395
897.49,1,0.17761989342806395
1124.56,1,0.17761989342806395
1134.2,1,0.17761989342806395
1200.62,1,0.17761989342806395
1224.73,1,0.17761989342806395
1217.65,1,0.17761989342806395
1216.94,1,0.17761989342806395
1213.14,1,0.17761989342806395
1206.95,1,0.17761989342806395
1202.04,1,0.17761989342806395
1192.66,1,0.17761989342806395
889.44,1,0.17761989342806395
1181.99,1,0.17761989342806395
1176.0,1,0.17761989342806395
1175.23,1,0.17761989342806395
1149.97,1,0.17761989342806395
1140.17,1,0.17761989342806395
1135.9,1,0.17761989342806395
1228.85,1,0.17761989342806395
1228.99,1,0.17761989342806395
1372.53,1,0.17761989342806395
1363.99,1,0.17761989342806395
1332.98,1,0.17761989342806395
1331.8,1,0.17761989342806395
1315.01,1,0.17761989342806395
1304.72,1,0.17761989342806395
1133.74,1,0.17761989342806395
1302.26,1,0.17761989342806395
1288.78,1,0.17761989342806395
1262.29,1,0.17761989342806395
1251.52,1,0.17761989342806395
1243.22,1,0.17761989342806395
1237.62,1,0.17761989342806395
1232.23,1,0.17761989342806395
1292.57,1,0.17761989342806395
699.12,1,0.17761989342806395
1378.95,1,0.17761989342806395
1830.87,1,0.17761989342806395
1495.35,1,0.17761989342806395
1568.86,1,0.17761989342806395
1560.89,1,0.17761989342806395
1554.2,1,0.17761989342806395
1525.73,1,0.17761989342806395
1522.93,1,0.17761989342806395
1500.83,1,0.17761989342806395
1460.56,1,0.17761989342806395
1406.5,1,0.17761989342806395
1453.05,1,0.17761989342806395
1446.22,1,0.17761989342806395
1443.69,1,0.17761989342806395
1432.9,1,0.17761989342806395
1429.52,1,0.17761989342806395
1409.87,1,0.17761989342806395
1587.94,1,0.17761989342806395
1750.64,1,0.17761989342806395
1724.61,1,0.17761989342806395
1724.43,1,0.17761989342806395
1722.52,1,0.17761989342806395
1716.3,1,0.17761989342806395
1708.5,1,0.17761989342806395
1778.27,1,0.17761989342806395
1698.65,1,0.17761989342806395
1669.2,1,0.17761989342806395
1647.66,1,0.17761989342806395
1632.53,1,0.17761989342806395
1624.97,1,0.17761989342806395
1619.51,1,0.17761989342806395
1615.9,1,0.17761989342806395
1670.75,1,0.17761989342806395
2418.21,1,0.17761989342806395
1406.75,1,0.17761989342806395
1758.05,1,0.17761989342806395
2451.55,1,0.17761989342806395
2014.26,1,0.17761989342806395
2129.21,1,0.17761989342806395
2117.14,1,0.17761989342806395
2094.29,1,0.17761989342806395
2051.03,1,0.17761989342806395
2043.24,1,0.17761989342806395
2031.9,1,0.17761989342806395
2006.52,1,0.17761989342806395
1778.3,1,0.17761989342806395
1995.26,1,0.17761989342806395
1964.29,1,0.17761989342806395
1949.58,1,0.17761989342806395
1865.59,1,0.17761989342806395
1865.15,1,0.17761989342806395
1836.45,1,0.17761989342806395
2131.39,1,0.17761989342806395
2396.87,1,0.17761989342806395
2388.6,1,0.17761989342806395
2376.0,1,0.17761989342806395
2347.08,1,0.17761989342806395
2345.4,1,0.17761989342806395
2273.45,1,0.17761989342806395
1812.4,1,0.17761989342806395
2271.23,1,0.17761989342806395
2253.2,1,0.17761989342806395
2227.19,1,0.17761989342806395
2207.11,1,0.17761989342806395
2187.49,1,0.17761989342806395
2163.05,1,0.17761989342806395
2159.63,1,0.17761989342806395
2254.2,1,0.17761989342806395
2399.78,1,0.17761989342806395
2419.18,1,0.17761989342806395
4439.79,1,0.17761989342806395
487.28,1,0.17761989342806395
2547.45,1,0.17761989342806395
1395.37,1,0.17761989342806395
2658.0,1,0.17761989342806395
2452.85,1,0.17761989342806395
2457.43,1,0.17761989342806395
2477.36,1,0.17761989342806395
2497.09,1,0.17761989342806395
2596.36,1,0.17761989342806395
3222.41,1,0.17761989342806395
2784.04,1,0.17761989342806395
3238.05,1,0.17761989342806395
2936.44,1,0.17761989342806395
3010.71,1,0.17761989342806395
3029.81,1,0.17761989342806395
3096.36,1,0.17761989342806395
3271.37,1,0.17761989342806395
3325.78,1,0.17761989342806395
4041.0,1,0.17761989342806395
3981.32,1,0.17761989342806395
3952.03,1,0.17761989342806395
3927.8,1,0.17761989342806395
3854.3,1,0.17761989342806395
3700.84,1,0.17761989342806395
3323.11,1,0.17761989342806395
3671.27,1,0.17761989342806395
3596.46,1,0.17761989342806395
3504.58,1,0.17761989342806395
3435.83,1,0.17761989342806395
3394.31,1,0.17761989342806395
3362.27,1,0.17761989342806395
3328.89,1,0.17761989342806395
3608.44,1,0.17761989342806395
3135.2,1,0.17761989342806395
4332.5,1,0.17761989342806395
4440.97,1,0.17761989342806395
5099.78,1,0.17761989342806395
5914.7,1,0.17761989342806395
5803.72,1,0.17761989342806395
5797.29,1,0.17761989342806395
5743.22,1,0.17761989342806395
5614.41,1,0.17761989342806395
5310.37,1,0.17761989342806395
5089.12,1,0.17761989342806395
4368.81,1,0.17761989342806395
5052.99,1,0.17761989342806395
4987.07,1,0.17761989342806395
4915.82,1,0.17761989342806395
4875.39,1,0.17761989342806395
4473.39,1,0.17761989342806395
4468.82,1,0.17761989342806395
6031.0,1,0.17761989342806395
67833.49,1,0.17761989342806395
50284.82,1,0.17761989342806395
35828.66,1,0.17761989342806395
29326.25,1,0.17761989342806395
24208.92,1,0.17761989342806395
10515.23,1,0.17761989342806395
4410.17,1,0.17761989342806395
9996.2,1,0.17761989342806395
8296.0,1,0.17761989342806395
8273.53,1,0.17761989342806395
7659.94,1,0.17761989342806395
6727.78,1,0.17761989342806395
6611.39,1,0.17761989342806395
6100.61,1,0.17761989342806395
9216.23,1,0.17761989342806395
4388.56,1,0.17761989342806395
81124.63,1,0.17761989342806395
