Latitud,Cantidad,Porcentaje
-34.5995463156695,2,0.2890173410404624
-34.647807201376,2,0.2890173410404624
-34.5541059140451,2,0.2890173410404624
-34.56474186688111,2,0.2890173410404624
-34.6172505733709,2,0.2890173410404624
-34.596425522972496,2,0.2890173410404624
-34.6274996214565,2,0.2890173410404624
-34.5579320692776,2,0.2890173410404624
-34.6868857294037,1,0.1445086705202312
-34.6776208264161,1,0.1445086705202312
-34.683991618965806,1,0.1445086705202312
-34.6842248317543,1,0.1445086705202312
-34.6582438964832,1,0.1445086705202312
-34.6882970791283,1,0.1445086705202312
-34.69066075801169,1,0.1445086705202312
-34.6756026053788,1,0.1445086705202312
-34.6770515424712,1,0.1445086705202312
-34.6631254075641,1,0.1445086705202312
-34.6709918939235,1,0.1445086705202312
-34.6670586777878,1,0.1445086705202312
-34.6632103521256,1,0.1445086705202312
-34.6580804550942,1,0.1445086705202312
-34.6626745464052,1,0.1445086705202312
-34.662144070245105,1,0.1445086705202312
-34.6615403848964,1,0.1445086705202312
-34.659429838131196,1,0.1445086705202312
-34.6587156539166,1,0.1445086705202312
-34.6580966597456,1,0.1445086705202312
-34.6509005988736,1,0.1445086705202312
-34.6576761408599,1,0.1445086705202312
-34.6496652843365,1,0.1445086705202312
-34.6573976954676,1,0.1445086705202312
-34.6573678660217,1,0.1445086705202312
-34.6571524168871,1,0.1445086705202312
-34.6568019408699,1,0.1445086705202312
-34.6564139560774,1,0.1445086705202312
-34.656273610373894,1,0.1445086705202312
-34.65618785493211,1,0.1445086705202312
-34.654727091754104,1,0.1445086705202312
-34.6527351270529,1,0.1445086705202312
-34.6380713514303,1,0.1445086705202312
-34.6527267992028,1,0.1445086705202312
-34.6520948455045,1,0.1445086705202312
-34.651755251493896,1,0.1445086705202312
-34.6517235059686,1,0.1445086705202312
-34.65141473262,1,0.1445086705202312
-34.6474809563856,1,0.1445086705202312
-34.650313080554,1,0.1445086705202312
-34.6492435519622,1,0.1445086705202312
-34.6404356525592,1,0.1445086705202312
-34.6474123450105,1,0.1445086705202312
-34.6472275335002,1,0.1445086705202312
-34.6469726848251,1,0.1445086705202312
-34.6466272382576,1,0.1445086705202312
-34.646524695288,1,0.1445086705202312
-34.6461092896785,1,0.1445086705202312
-34.6457671851335,1,0.1445086705202312
-34.645435293514296,1,0.1445086705202312
-34.6453564099852,1,0.1445086705202312
-34.645103084590694,1,0.1445086705202312
-34.6447823454081,1,0.1445086705202312
-34.6442207487015,1,0.1445086705202312
-34.6438861778521,1,0.1445086705202312
-34.6438711766635,1,0.1445086705202312
-34.6435454007625,1,0.1445086705202312
-34.643456671374395,1,0.1445086705202312
-34.643144939474,1,0.1445086705202312
-34.6429039816703,1,0.1445086705202312
-34.6428447792658,1,0.1445086705202312
-34.6427072128581,1,0.1445086705202312
-34.6425377117262,1,0.1445086705202312
-34.6421685573484,1,0.1445086705202312
-34.6418454636682,1,0.1445086705202312
-34.6409431410096,1,0.1445086705202312
-34.6379633361965,1,0.1445086705202312
-34.640312491452,1,0.1445086705202312
-34.639978399548696,1,0.1445086705202312
-34.6398080862324,1,0.1445086705202312
-34.6398064354166,1,0.1445086705202312
-34.6397832429045,1,0.1445086705202312
-34.6397827209978,1,0.1445086705202312
-34.63966220680761,1,0.1445086705202312
-34.6396054022264,1,0.1445086705202312
-34.639578606884896,1,0.1445086705202312
-34.639230902715894,1,0.1445086705202312
-34.6390840331507,1,0.1445086705202312
-34.6390602031928,1,0.1445086705202312
-34.638991227107,1,0.1445086705202312
-34.6383873258674,1,0.1445086705202312
-34.6380912026371,1,0.1445086705202312
-34.652825577817694,1,0.1445086705202312
-34.6289657205439,1,0.1445086705202312
-34.637903027270106,1,0.1445086705202312
-34.6348083157461,1,0.1445086705202312
-34.637655100534,1,0.1445086705202312
-34.6374495409438,1,0.1445086705202312
-34.6370736574126,1,0.1445086705202312
-34.637063176656,1,0.1445086705202312
-34.6368267684646,1,0.1445086705202312
-34.6366239230145,1,0.1445086705202312
-34.6364140548064,1,0.1445086705202312
-34.6363849888189,1,0.1445086705202312
-34.6363172818048,1,0.1445086705202312
-34.636004134181,1,0.1445086705202312
-34.6359862808517,1,0.1445086705202312
-34.6359474348923,1,0.1445086705202312
-34.6353857960756,1,0.1445086705202312
-34.6352969993144,1,0.1445086705202312
-34.635162095739396,1,0.1445086705202312
-34.6349744789798,1,0.1445086705202312
-34.6300739183422,1,0.1445086705202312
-34.6377916411317,1,0.1445086705202312
-34.6346609613963,1,0.1445086705202312
-34.6924972863229,1,0.1445086705202312
-34.6346298809887,1,0.1445086705202312
-34.6335503879915,1,0.1445086705202312
-34.6333789851113,1,0.1445086705202312
-34.633338017582695,1,0.1445086705202312
-34.6331918265278,1,0.1445086705202312
-34.6329012254999,1,0.1445086705202312
-34.6327769611706,1,0.1445086705202312
-34.6327067557002,1,0.1445086705202312
-34.630054910422004,1,0.1445086705202312
-34.631914734498,1,0.1445086705202312
-34.6318960424724,1,0.1445086705202312
-34.631738100050995,1,0.1445086705202312
-34.6311165694311,1,0.1445086705202312
-34.631095636325604,1,0.1445086705202312
-34.6310320255513,1,0.1445086705202312
-34.6307376155319,1,0.1445086705202312
-34.6303903531698,1,0.1445086705202312
-34.634265796080896,1,0.1445086705202312
-34.6300201930128,1,0.1445086705202312
-34.627159866623394,1,0.1445086705202312
-34.6378702960404,1,0.1445086705202312
-34.628760280699304,1,0.1445086705202312
-34.6300017915911,1,0.1445086705202312
-34.6298488565828,1,0.1445086705202312
-34.6297573705955,1,0.1445086705202312
-34.6296871230854,1,0.1445086705202312
-34.629591441756894,1,0.1445086705202312
-34.6295179075969,1,0.1445086705202312
-34.6294511315659,1,0.1445086705202312
-34.6293574872497,1,0.1445086705202312
-34.629328678162196,1,0.1445086705202312
